CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,PCA1,PCA2,Cluster_GMM
C12696,32.821775,1.0,644.99,0.0,644.99,0.0,1.0,0.0,1.0,0.0,0,33,4000.0,579.016837,75.944094,0.3,12,2,3.5982718864779875,-4.798588446909397,2
C12697,1.365808,0.142857,60.0,60.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0,1,4000.0,0.0,864.2065423050828,0.0,7,3,0.27989938712541784,-5.25747935474389,3
C12698,119.604008,1.0,1068.28,0.0,1068.28,0.0,1.0,0.0,0.888889,0.0,0,18,1000.0,828.169919,131.584974,1.0,9,2,3.784940696112577,-4.198086870531412,2
C12699,134.238558,1.0,420.0,287.0,133.0,0.0,0.583333,0.083333,0.416667,0.0,0,7,7500.0,519.436959,190.475641,0.0,12,5,4.326571550201912,-0.966339435685164,5
C12700,128.48978,1.0,462.86,0.0,462.86,0.0,1.0,0.0,1.0,0.0,0,34,3000.0,381.3599,171.903711,0.0,12,2,3.0799315639106117,-4.303724874428898,2
C12701,749.168331,0.777778,164.9,164.9,0.0,1806.070919,0.111111,0.111111,0.0,0.666667,10,2,2000.0,190.995312,244.581997,0.0,9,0,-3.358396010469417,3.5089175469230955,0
C12702,1544.585361,1.0,0.0,0.0,0.0,549.062884,0.0,0.0,0.0,0.083333,2,0,2000.0,408.068987,478.097868,0.0,12,1,-7.586085058722755,-1.0284847657818528,1
C12703,172.131105,1.0,1666.95,0.0,1666.95,0.0,1.0,0.0,1.0,0.0,0,38,2500.0,1326.099687,163.00004,0.916667,12,2,4.37414939272548,-3.6579510697173268,2
C12704,266.475852,0.272727,0.0,0.0,0.0,1560.735908,0.0,0.0,0.0,0.166667,2,0,1500.0,792.623374,226.586503,0.0,12,1,-7.903434294006,-1.153457405285593,1
C12705,549.915249,1.0,1556.66,912.7,643.96,0.0,1.0,1.0,1.0,0.0,0,41,11000.0,2285.324243,178.691151,0.0,12,5,6.509619906976386,1.0926572035117523,5
C12706,0.0,0.0,1090.69,815.7,274.99,0.0,0.5,0.166667,0.416667,0.0,0,17,1800.0,0.0,864.2065423050828,0.0,12,5,5.936092145389749,-3.40762082456623,5
C12707,8559.236795,1.0,170.0,170.0,0.0,3260.296078,0.083333,0.083333,0.0,0.25,11,1,9000.0,1541.113331,4403.024728,0.0,12,0,-4.040721813960906,5.923063675743988,0
C12708,6810.401782,1.0,635.76,164.32,471.44,3863.40531,0.916667,0.083333,0.916667,0.25,13,17,10000.0,3161.148768,3781.907645,0.0,12,4,-0.1002306115699052,6.486001411765146,4
C12709,2917.656276,1.0,141.81,141.81,0.0,2431.292076,0.166667,0.166667,0.0,0.583333,10,2,8000.0,993.289914,1013.060637,0.0,12,0,-3.7768607048099145,4.854438812741488,0
C12710,542.807485,1.0,220.62,220.62,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,2000.0,608.782428,166.733071,0.0,12,3,1.3580428354384164,-0.7842235010492171,3
C12712,2362.643772,1.0,2826.99,1496.59,1330.4,0.0,1.0,0.75,1.0,0.0,0,97,3000.0,1748.687628,984.331832,0.0,12,5,7.2672801326935605,2.2726636474810498,5
C12713,4164.796859,1.0,784.63,617.54,167.09,0.0,0.454545,0.454545,0.181818,0.0,0,16,9000.0,1072.433416,1311.061985,0.0,11,5,4.805707219687637,1.5940867355945638,5
C12714,1304.460033,1.0,0.0,0.0,0.0,78.763096,0.0,0.0,0.0,0.166667,2,0,1500.0,395.136073,368.588193,0.0,12,1,-6.543028518958037,-2.265816403033069,1
C12715,1601.692049,1.0,61.46,0.0,61.46,0.0,0.25,0.0,0.25,0.0,0,6,4000.0,399.369214,512.759705,0.0,12,2,0.4032513112269691,-3.640209057610109,2
C12716,4556.537803,0.909091,1450.0,1450.0,0.0,2260.73569,0.090909,0.090909,0.0,0.181818,2,1,9000.0,1010.845518,917.567262,0.0,11,0,-1.5734174359895674,6.607402387561544,0
C12717,751.398349,1.0,1977.5,747.5,1230.0,611.974158,0.833333,0.5,0.5,0.083333,1,21,3500.0,1068.053378,267.917098,0.1,12,4,3.092219572040869,4.60054668311353,4
C12718,1510.111755,1.0,1895.25,541.57,1353.68,0.0,1.0,0.166667,0.75,0.0,0,23,9000.0,1711.89518,313.131912,0.0,12,5,6.448203145299125,1.1654281008021083,5
C12719,3490.855736,1.0,1039.48,1039.48,0.0,4200.991254,0.083333,0.083333,0.0,0.25,10,3,9000.0,1091.424125,1048.661408,0.0,12,0,-2.191894138969392,6.8960137475480625,0
C12720,6384.360491,1.0,1856.84,1394.21,462.63,2144.180453,0.333333,0.333333,0.166667,0.75,26,19,7500.0,2275.686606,1485.827109,0.0,12,4,1.5371123486167368,7.476644018595232,4
C12721,1327.653853,1.0,20.9,20.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,287.690115,483.2481,0.0,12,3,-1.1087775363251966,-2.382000460295938,3
C12722,9226.646604,1.0,671.31,671.31,0.0,6171.934509,0.5,0.5,0.0,0.5,12,12,12000.0,2726.318749,3129.402094,0.0,12,0,-2.6413862942965105,7.736298194895609,0
C12723,3441.516174,1.0,358.68,0.0,358.68,0.0,1.0,0.0,0.916667,0.0,0,12,7500.0,1376.000823,751.654272,0.0,12,2,2.2474539972158176,-2.498051640932438,2
C12724,1117.34082,1.0,474.96,0.0,474.96,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,609.837201,3449.632561,0.0,12,2,2.4970023139143818,-3.01943103557557,2
C12725,1828.62196,1.0,0.0,0.0,0.0,689.185829,0.0,0.0,0.0,0.083333,1,0,2300.0,2466.964742,471.940554,0.0,12,1,-7.605174098382836,-0.4694446466073572,1
C12726,3011.469977,1.0,582.28,0.0,582.28,3325.302419,1.0,0.0,1.0,0.333333,8,14,6500.0,2975.129814,1001.234058,0.0,12,4,-1.80204229700751,2.7151518444757894,4
C12727,99.680638,0.818182,0.0,0.0,0.0,437.399211,0.0,0.0,0.0,0.333333,5,0,10500.0,661.87877,122.779423,0.333333,12,1,-7.160620076712877,-2.118394906863072,1
C12728,1517.559661,1.0,0.0,0.0,0.0,456.396077,0.0,0.0,0.0,0.166667,2,0,1950.0,473.175712,381.272303,0.0,12,1,-7.472241992164349,-1.1441137995220476,1
C12729,101.025128,0.454545,0.0,0.0,0.0,1846.252071,0.0,0.0,0.0,0.333333,10,0,6500.0,5321.022187,82.041959,1.0,12,1,-7.913247930151812,-0.8431187815139776,1
C12730,12.737355,0.909091,152.73,0.0,152.73,0.0,0.75,0.0,0.666667,0.0,0,9,1200.0,159.150457,130.831887,0.555556,12,2,1.9017477267357643,-5.906182236790118,2
C12731,1135.816377,1.0,520.24,520.24,0.0,0.0,0.583333,0.583333,0.0,0.0,0,10,1200.0,706.605439,785.964114,0.0,12,3,2.242455669206781,0.560710301283752,3
C12732,24.1725,0.727273,270.0,0.0,270.0,0.0,0.818182,0.0,0.818182,0.0,0,6,8500.0,378.193141,102.149848,0.714286,11,2,2.392207426981712,-5.242343277991155,2
C12733,763.696095,1.0,1229.42,1229.42,0.0,0.0,1.0,1.0,0.0,0.0,0,34,7000.0,2422.735455,294.622525,0.0,12,3,3.481714005529497,1.5019471422230808,3
C12734,8073.909084,1.0,0.0,0.0,0.0,3860.699586,0.0,0.0,0.0,0.916667,25,0,8500.0,2414.311297,2333.795712,0.0,12,1,-9.07209261659469,1.9029942247923426,1
C12735,745.157677,1.0,485.17,485.17,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,3000.0,191.111587,285.884887,0.0,12,3,1.9196557472759812,-0.19141189070577802,3
C12736,32.915398,0.727273,192.99,68.6,124.39,0.0,0.333333,0.083333,0.25,0.0,0,5,6000.0,153.983501,137.922744,0.090909,12,2,3.3698602481713147,-2.9130537793212588,5
C12737,8198.627284,1.0,0.0,0.0,0.0,2909.753084,0.0,0.0,0.0,0.416667,6,0,14000.0,2141.722429,2007.048657,0.0,12,1,-8.73388598945537,1.5310051781705276,1
C12738,623.955961,0.818182,0.0,0.0,0.0,2119.702403,0.0,0.0,0.0,0.166667,3,0,1200.0,1838.851003,174.872521,0.25,12,1,-8.149398777253001,-0.4567741790761968,1
C12739,2123.483416,1.0,2453.18,2051.52,401.66,0.0,0.583333,0.5,0.5,0.0,0,33,7500.0,517.974559,519.270488,0.0,12,5,6.527012715342664,1.9899411980417074,5
C12740,939.348677,1.0,50.0,50.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,315.440785,628.156487,0.0,12,3,-0.31495229868462804,-1.8143649288944932,3
C12741,1372.486104,1.0,3005.25,1507.99,1497.26,315.120089,1.0,0.833333,1.0,0.166667,2,61,3000.0,3462.386054,405.078016,0.0,12,4,4.184072564512854,5.468779106582682,4
C12742,123.05867,1.0,151.92,0.0,151.92,0.0,1.0,0.0,1.0,0.0,0,12,3500.0,447.181346,171.75455,0.083333,12,2,1.7800924524950847,-4.599606480358462,2
C12743,72.794263,1.0,227.64,0.0,227.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,159.044676,170.517535,0.0,12,2,2.183470873151097,-4.99648784366161,2
C12744,2376.965338,1.0,0.0,0.0,0.0,1321.906162,0.0,0.0,0.0,0.333333,4,0,3000.0,549.457948,557.916999,0.0,12,1,-8.155220124022886,-0.14048420090931835,1
C12745,57.257195,0.818182,472.5,472.5,0.0,0.0,0.75,0.75,0.0,0.0,0,9,7227.272727,598.240579,174.283792,0.9,12,3,2.5564447687515877,-0.8604577806836371,3
C12746,7499.658084,1.0,160.0,160.0,0.0,3603.787202,0.166667,0.166667,0.0,0.166667,3,2,13550.0,1962.972636,1849.313897,0.0,12,0,-3.8307068021883834,5.697882764039948,0
C12747,1564.3964,0.727273,1330.0,0.0,1330.0,1906.43522,0.416667,0.0,0.416667,0.083333,1,6,8000.0,1078.907798,825.485459,0.142857,12,4,-0.6610295609606669,1.7368006039490833,4
C12748,4644.779013,1.0,4820.68,4063.61,757.07,0.0,0.833333,0.75,0.5,0.0,0,54,9200.0,1076.138168,1324.445876,0.0,12,5,7.45592366978401,3.2415407569830617,5
C12749,7418.314012,1.0,901.62,858.82,42.8,0.0,0.333333,0.166667,0.166667,0.0,0,4,14500.0,2273.945099,1696.786737,0.0,12,5,4.073665481950006,2.205890345180663,5
C12750,6001.428376,1.0,0.0,0.0,0.0,2404.829712,0.0,0.0,0.0,0.166667,2,0,9000.0,1369.894805,1791.251295,0.0,12,1,-8.50400701072631,0.996820830817466,1
C12751,1127.139413,1.0,185.0,140.0,45.0,737.622804,0.166667,0.166667,0.166667,0.166667,2,4,6100.0,2166.388477,311.343748,0.0,12,4,-0.8241902371712526,3.5761240459818993,4
C12752,41.217844,0.363636,221.48,221.48,0.0,0.0,0.25,0.25,0.0,0.0,0,4,13500.0,1242.51149,167.536373,0.666667,12,3,1.7483330431207253,-1.4657959262468605,3
C12753,1565.577135,1.0,0.0,0.0,0.0,2676.476175,0.0,0.0,0.0,0.333333,6,0,3000.0,3418.679368,477.674801,0.090909,12,1,-8.457130451018717,0.5361856964706657,1
C12754,5459.785308,1.0,262.0,0.0,262.0,4212.521736,0.75,0.0,0.75,0.75,19,9,7000.0,1733.828367,1511.483648,0.0,12,4,-3.0182251807699085,2.9667032372739026,4
C12755,166.295463,0.909091,449.26,449.26,0.0,7894.578816,1.0,1.0,0.0,0.083333,1,12,9000.0,662.951526,183.275472,0.181818,12,0,-2.3644285433797103,4.8099400487508905,0
C12756,19.294559,1.0,283.8,0.0,283.8,0.0,0.666667,0.0,0.666667,0.0,0,12,2000.0,267.972404,173.816768,0.75,12,2,2.536626964395352,-5.381575851084438,2
C12757,2478.086158,0.727273,531.48,0.0,531.48,6394.923585,0.333333,0.0,0.25,0.083333,1,7,7000.0,11480.8742,772.60429,0.25,12,4,-2.133562747550279,2.9537401092808064,4
C12758,5425.936219,1.0,209.9,0.0,209.9,8223.638112,0.5,0.0,0.416667,0.5,15,6,7000.0,7723.416753,1274.178071,0.083333,12,4,-3.591165406397313,3.5382325219479753,4
C12759,5239.381493,0.625,0.0,0.0,0.0,9798.167329,0.0,0.0,0.0,0.125,1,0,10000.0,1345.580941,2011.806301,0.0,8,1,-9.184029388720724,1.6931842334199434,1
C12760,142.278809,0.909091,164.68,32.74,131.94,0.0,0.833333,0.083333,0.666667,0.0,0,10,2500.0,539.762925,141.426265,0.0,12,2,3.073570192304927,-2.5089635539548603,5
C12761,4192.143919,1.0,450.0,450.0,0.0,2480.749691,0.083333,0.083333,0.0,0.166667,4,1,4500.0,1271.396821,3642.615905,0.0,12,0,-2.826692825791687,5.981480788504234,0
C12762,2711.995096,1.0,600.0,600.0,0.0,5352.991545,0.833333,0.833333,0.0,0.583333,8,10,5000.0,1536.48483,841.246469,0.1,12,0,-2.4898866699622824,6.570816376670313,0
C12763,432.793131,1.0,540.13,315.3,224.83,0.0,0.666667,0.166667,0.5,0.0,0,13,6500.0,737.522982,163.94759,0.0,12,5,4.762328919142897,-0.2900584488631033,5
C12764,127.808682,1.0,2802.08,2213.43,588.65,0.0,1.0,1.0,0.583333,0.0,0,36,6500.0,2384.646953,160.547945,0.363636,12,5,7.237479020016936,1.0778439527106567,5
C12765,374.276019,1.0,3589.05,3138.48,450.57,0.0,1.0,0.833333,0.5,0.0,0,31,6000.0,3493.186695,173.108861,0.636364,12,5,7.247162310920148,1.8492324823602946,5
C12766,20.758677,0.818182,548.01,0.0,548.01,0.0,0.666667,0.0,0.583333,0.0,0,8,1900.0,1049.636065,55.511514,0.0,12,2,3.175871699722091,-5.12588770268625,2
C12767,2061.835735,1.0,0.0,0.0,0.0,4320.771337,0.0,0.0,0.0,0.5,12,0,4000.0,5451.599084,556.327998,0.2,12,1,-8.806917306983461,1.1766812433914637,1
C12768,1744.956833,1.0,0.0,0.0,0.0,198.295367,0.0,0.0,0.0,0.25,5,0,1800.0,525.461839,539.962551,0.0,12,1,-7.155113076010338,-1.3737279794223056,1
C12769,2241.092286,0.909091,1260.0,0.0,1260.0,2992.621714,0.333333,0.0,0.25,0.166667,2,4,6000.0,4582.168916,654.524925,0.111111,12,4,-1.0738932920143278,2.4287636071990004,4
C12770,2857.598022,0.636364,0.0,0.0,0.0,5423.546535,0.0,0.0,0.0,0.166667,3,0,6000.0,10794.66803,2053.136994,0.166667,12,1,-8.836126158620505,1.6562308804876693,1
C12771,1530.725391,1.0,0.0,0.0,0.0,59.670168,0.0,0.0,0.0,0.083333,1,0,1600.0,347.028845,526.384797,0.0,12,1,-6.381392316711628,-2.3858241453421627,1
C12772,337.478135,1.0,0.0,0.0,0.0,1620.674351,0.0,0.0,0.0,0.416667,9,0,3000.0,978.290582,216.74072,0.0,12,1,-8.086879950814303,-0.7309657499902773,1
C12773,5145.092629,1.0,1975.72,679.3,1296.42,11834.20581,0.833333,0.333333,0.833333,0.333333,8,33,13500.0,9059.242461,1748.463874,0.0,12,4,1.2238220384689278,8.209497686242655,4
C12774,4659.388091,1.0,1754.19,764.16,990.03,1248.153277,1.0,0.5,1.0,0.333333,10,32,9500.0,1042.244606,1060.456777,0.0,12,4,2.2056105681833786,6.361013681860735,4
C12775,2416.555714,1.0,2266.01,1291.62,974.39,0.0,0.916667,0.75,0.666667,0.0,0,46,4000.0,4075.880525,1439.224679,0.0,12,5,6.7868066190699015,2.3638780631699756,5
C12776,1467.212481,0.636364,107.0,107.0,0.0,5203.612362,0.083333,0.083333,0.0,0.166667,6,1,6000.0,268.310194,569.623112,0.0,12,0,-4.420766354488842,4.2333772630485615,0
C12777,1555.053764,1.0,168.0,0.0,168.0,0.0,0.333333,0.0,0.25,0.0,0,6,1500.0,192.947097,13453.34489,0.0,12,2,1.1733005213239647,-3.163661599269223,2
C12778,127.062095,0.818182,453.3,330.8,122.5,0.0,0.583333,0.416667,0.166667,0.0,0,9,7000.0,593.965783,127.194961,0.166667,12,5,4.467906181621408,-0.9015704354762377,5
C12779,259.623619,1.0,377.79,290.29,87.5,0.0,0.666667,0.25,0.583333,0.0,0,10,1500.0,1575.021839,212.402519,0.0,12,5,4.1097661884246035,-0.5487373844720196,5
C12780,28.445432,0.545455,166.2,166.2,0.0,0.0,0.25,0.25,0.0,0.0,0,3,5500.0,236.022703,97.531842,0.181818,12,3,1.4198230732484776,-2.4124427186366564,3
C12781,0.01968,0.090909,188.02,0.0,188.02,0.0,0.5,0.0,0.5,0.0,0,6,7500.0,129.791835,864.2065423050828,0.0,12,2,2.2033463664483754,-6.525661593523754,2
C12782,1258.769693,1.0,142.0,42.0,100.0,0.0,0.166667,0.083333,0.083333,0.0,0,2,1200.0,300.672826,6720.689968,0.0,12,5,2.1768824486239744,-1.2078847040570952,5
C12783,2865.386926,1.0,0.0,0.0,0.0,965.180677,0.0,0.0,0.0,0.416667,7,0,6500.0,1186.905688,726.990921,0.0,12,1,-8.04383147508038,0.12515512253373728,1
C12784,276.446975,1.0,1429.39,100.0,1329.39,0.0,1.0,0.083333,1.0,0.0,0,21,2800.0,1296.041874,193.607553,0.1,12,5,5.789643593025314,-0.8280889197863264,5
C12786,2878.528369,1.0,0.0,0.0,0.0,1563.518213,0.0,0.0,0.0,0.25,4,0,3000.0,653.306123,897.54649,0.0,12,1,-8.280214243840119,0.14929764566299397,1
C12787,499.409588,1.0,6636.91,6157.74,479.17,109.211535,1.0,0.583333,1.0,0.083333,1,44,8000.0,4290.962037,206.810115,0.8,12,5,5.3461422973500206,5.397667670974753,4
C12788,2489.057383,1.0,0.0,0.0,0.0,1668.403386,0.0,0.0,0.0,0.166667,2,0,3000.0,1209.422549,708.562869,0.0,12,1,-8.198226871135004,0.14840066054397916,1
C12789,44.463463,0.545455,154.86,0.0,154.86,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,182.661133,79.973646,0.0,12,2,1.693096207007402,-5.447735229687313,2
C12790,201.463946,1.0,2364.85,2364.85,0.0,0.0,1.0,1.0,0.0,0.0,0,13,5000.0,1883.762278,134.457412,0.444444,12,3,4.033401981461365,1.1737199868732748,3
C12791,2508.850418,1.0,0.0,0.0,0.0,58.981572,0.0,0.0,0.0,0.166667,1,0,6000.0,454.176213,373.241553,0.0,6,1,-6.379034615132621,-2.063744383611226,1
C12792,35.942931,0.818182,425.67,257.72,167.95,0.0,0.333333,0.083333,0.166667,0.0,0,4,6500.0,439.687694,126.895337,0.0,12,5,4.416248575402359,-1.7246993784652282,5
C12793,440.186713,1.0,985.2,531.0,454.2,1055.502083,0.916667,0.25,0.916667,0.333333,12,19,6000.0,1670.869438,191.619507,0.083333,12,4,1.6915890045996136,4.734234196052986,4
C12794,783.550476,0.777778,175.8,175.8,0.0,2052.878473,0.444444,0.444444,0.0,0.444444,6,5,2500.0,1647.886436,219.384407,0.0,9,0,-3.046909449932196,4.155470687290823,0
C12795,511.569448,0.727273,2938.32,1685.35,1252.97,0.0,0.666667,0.5,0.583333,0.0,0,69,7500.0,832.586508,265.118787,0.166667,12,5,7.424677672540696,1.384043418029794,5
C12796,5901.592192,1.0,1704.95,1141.55,563.4,0.0,0.583333,0.25,0.333333,0.0,0,9,8000.0,1886.692272,1474.409318,0.0,12,5,5.850688635073565,2.325710691709098,5
C12797,210.618047,1.0,290.0,0.0,290.0,0.0,0.833333,0.0,0.833333,0.0,0,10,2700.0,239.005926,171.362848,0.0,12,2,2.27888470343155,-4.434145950012253,2
C12798,168.473316,0.454545,0.0,0.0,0.0,866.594079,0.0,0.0,0.0,0.25,4,0,1200.0,653.510107,69.53986,0.0,12,1,-7.566117051317951,-1.8471758411224162,1
C12799,1136.796512,1.0,869.38,391.86,477.52,0.0,1.0,1.0,0.5,0.0,0,23,7000.0,1785.242525,418.490057,0.0,12,5,5.465138603594903,0.7584001548962913,5
C12800,738.956988,1.0,0.0,0.0,0.0,1561.133958,0.0,0.0,0.0,0.333333,6,0,1500.0,1979.193103,198.854631,0.1,12,1,-8.08272005027529,-0.40867846756504456,1
C12801,858.180885,0.909091,3034.74,2214.86,819.88,418.127352,1.0,0.833333,1.0,0.166667,2,42,6500.0,5159.89613,312.167299,0.181818,12,4,3.927001684505754,5.755250767113727,4
C12802,2065.035103,1.0,1462.6,1262.6,200.0,0.0,0.583333,0.333333,0.416667,0.0,0,17,3500.0,3587.267621,533.024631,0.083333,12,5,5.656714106255858,1.9046773319033345,5
C12803,16.052971,0.545455,127.0,127.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4500.0,190.19504,141.377809,0.0,12,3,1.12723989088608,-2.886165731231067,3
C12804,2263.795064,0.875,320.0,320.0,0.0,4510.237702,0.5,0.5,0.0,0.875,15,5,10000.0,5215.482973,502.888727,0.0,8,0,-3.1123253149855468,6.180617855588844,0
C12805,1527.905897,1.0,0.0,0.0,0.0,2918.216386,0.0,0.0,0.0,0.333333,4,0,6500.0,337.499565,337.86934,0.0,12,1,-8.505431124137022,0.004833343005673285,1
C12806,5266.121863,1.0,9030.08,6345.65,2684.43,0.0,0.916667,0.25,0.833333,0.0,0,28,6000.0,7973.983573,6567.292367,0.083333,12,5,8.345992528624123,4.280429478322375,5
C12807,6804.186841,1.0,640.03,227.6,412.43,1898.318709,0.416667,0.416667,0.416667,0.166667,4,20,7100.0,1891.669441,1979.44478,0.0,12,4,0.5078641106832187,5.878914903296662,4
C12808,2836.605817,1.0,0.0,0.0,0.0,2025.02275,0.0,0.0,0.0,0.25,8,0,3000.0,508.048005,855.02392,0.0,12,1,-8.498654699754454,0.315635408418915,1
C12809,21.328087,0.545455,512.35,0.0,512.35,0.0,1.0,0.0,1.0,0.0,0,18,2000.0,716.296679,99.218174,0.545455,12,2,3.264470580870131,-5.051134565787564,2
C12810,259.15982,1.0,1971.9,1580.98,390.92,19.395458,0.833333,0.5,0.5,0.083333,1,20,1800.0,2170.921218,167.050694,0.166667,12,5,4.804457042421355,2.7157935730455502,4
C12811,414.196362,0.909091,794.53,794.53,0.0,0.0,0.090909,0.090909,0.0,0.0,0,9,2000.0,814.33642,150.284972,0.1,11,3,2.784617902259127,0.2726457418277146,3
C12812,141.781912,0.545455,1401.4,0.0,1401.4,0.0,1.0,0.0,1.0,0.0,0,47,1500.0,2759.94906,673.097985,0.0,12,2,4.209496577774664,-3.3912901569434224,2
C12813,30.530541,0.363636,360.1,192.0,168.1,0.0,0.333333,0.083333,0.25,0.0,0,6,1500.0,872.540799,177.17546,1.0,12,5,4.301777995030625,-1.9008183144056865,5
C12814,1198.763306,1.0,0.0,0.0,0.0,57.645727,0.0,0.0,0.0,0.083333,2,0,1200.0,128.39674,7464.326611,0.0,12,1,-6.563343251718056,-2.2570450040317525,1
C12815,6187.219303,1.0,2029.03,1044.28,984.75,5933.125159,0.916667,0.416667,0.75,0.5,13,20,15000.0,8518.845677,1591.416385,0.0,12,4,1.4612477719599823,8.16009876223781,4
C12816,45.625764,0.545455,0.0,0.0,0.0,385.950518,0.0,0.0,0.0,0.25,3,0,10000.0,256.794478,116.200667,0.1,12,1,-6.994245791805224,-2.798288562675795,1
C12818,358.011796,0.545455,0.0,0.0,0.0,1795.200197,0.0,0.0,0.0,0.083333,1,0,1950.0,4702.661168,501.485565,0.25,12,1,-7.923528406987903,-0.4534964160860717,1
C12819,810.52348,0.727273,985.33,856.09,129.24,0.0,0.416667,0.166667,0.166667,0.0,0,10,5500.0,5964.049531,502.623056,0.090909,12,5,5.098290041826747,1.3119467664979805,5
C12820,2910.425009,1.0,0.0,0.0,0.0,2121.504999,0.0,0.0,0.0,0.333333,6,0,7500.0,3855.512387,749.955592,0.0,12,1,-8.401110964029742,0.8448980038426814,1
C12821,6784.258276,1.0,12.64,0.0,12.64,4516.162598,0.083333,0.0,0.083333,0.416667,13,1,10000.0,10813.82933,1661.518089,0.083333,12,1,-6.261305464102535,2.730176088199066,4
C12822,229.295689,1.0,2099.89,2099.89,0.0,0.0,1.0,1.0,0.0,0.0,0,14,3000.0,2470.255953,176.361201,0.0,12,3,3.9086303453926687,1.2019352468279099,3
C12823,1465.716156,1.0,555.71,113.45,442.26,1304.049707,1.0,0.166667,0.916667,0.25,4,16,1800.0,566.364739,585.808957,0.0,12,4,0.5174524056440855,3.9768548036191422,4
C12824,2315.997841,1.0,3643.93,2971.8,672.13,780.459161,0.916667,0.583333,0.833333,0.083333,1,36,7500.0,1256.695062,680.435223,0.0,12,4,3.541685257310779,6.461342596000856,4
C12825,4202.1695,1.0,462.0,462.0,0.0,4776.10477,0.166667,0.166667,0.0,0.416667,10,2,8000.0,1010.799168,1541.756326,0.0,12,0,-3.110408897035077,6.403628984445609,0
C12826,2085.013555,1.0,198.27,198.27,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,8000.0,748.549629,524.180778,0.0,12,3,1.0299192510441149,0.01274048920793902,3
C12827,51.794504,1.0,800.11,50.59,749.52,92.971171,1.0,0.166667,1.0,0.083333,1,14,4000.0,877.523458,183.608716,0.916667,12,4,2.560182181165386,0.5608333720137271,4
C12828,13.363762,0.428571,238.9,0.0,238.9,0.0,0.857143,0.0,0.714286,0.0,0,9,1000.0,197.86349,68.752646,1.0,7,2,2.372433603002528,-5.877520129367578,2
C12829,1141.349418,1.0,6003.86,3474.35,2529.51,0.0,1.0,0.916667,1.0,0.0,0,110,2500.0,6848.237541,287.30865,0.083333,12,5,8.491539023354923,2.7326167190676536,5
C12830,766.261051,1.0,1462.73,1100.23,362.5,0.0,0.666667,0.5,0.416667,0.0,0,26,6000.0,202.561336,195.306688,0.0,12,5,6.029839546306226,0.679644459966978,5
C12831,155.566852,1.0,1303.78,207.09,1096.69,0.0,0.916667,0.25,0.916667,0.0,0,24,10000.0,1392.740366,176.247286,0.083333,12,5,6.05525258326081,-0.521148035073665,5
C12832,1168.692032,1.0,0.0,0.0,0.0,1027.967584,0.0,0.0,0.0,0.333333,4,0,5000.0,588.925093,287.740551,0.0,12,1,-7.904469459723235,-0.617123425929945,1
C12833,78.027358,0.454545,377.07,377.07,0.0,367.672276,0.25,0.25,0.0,0.083333,2,8,1500.0,1547.271973,157.18024,0.25,12,0,-0.9945508451707763,2.636134180239221,0
C12834,6671.450524,1.0,369.52,369.52,0.0,2578.596448,0.583333,0.583333,0.0,0.25,7,7,7500.0,1303.259619,3772.048542,0.0,12,0,-2.7797366002803034,6.321207454883632,0
C12835,3057.553683,1.0,0.0,0.0,0.0,2037.648071,0.0,0.0,0.0,0.25,3,0,12500.0,7265.976143,847.170642,0.0,12,1,-8.285183520748092,0.9668525381748392,1
C12836,343.003474,1.0,3429.49,2789.85,639.64,0.0,1.0,1.0,0.666667,0.0,0,40,10500.0,2700.228732,211.715095,0.416667,12,5,7.3956275712753765,1.7835550784535972,5
C12837,4360.245187,1.0,703.23,703.23,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4500.0,1372.421202,1377.09619,0.0,12,3,2.453682828845622,1.7436622550848213,3
C12838,2900.668727,1.0,3056.73,260.68,2796.05,0.0,1.0,0.25,1.0,0.0,0,54,10000.0,5402.934943,671.845831,0.0,12,5,6.877594132853595,1.5863213163067211,5
C12839,3569.826878,1.0,3056.06,1994.34,1061.72,0.0,1.0,1.0,0.833333,0.0,0,50,8500.0,2333.314296,899.222632,0.0,12,5,7.157381027827874,2.716031036329664,5
C12840,3412.603461,1.0,3790.29,1516.3,2273.99,1384.954139,1.0,0.75,1.0,0.333333,4,110,9500.0,3362.90923,915.744891,0.0,12,4,3.6654342746926263,7.0979093310324455,4
